,Questions,"Responsible (0-Operator, 1-AI Agent)"
,Online mikroqarz berilbotimi pagramanda,1
,Ассалаумаалейкум жойда иловага кушилмаймайапти,0
,"Assalom aleykum yaxshimisz. Overdraf kreditimni to'liq so'ndirdim shuni bazadan o'chiringlar,Nomimdan chiqib ketsin iltimos",0
,Meni nomimda nechta karta bor bilib bera olasizmi,0
,Joyda ilovasi orqali omonat quygandim online lekin u omonatni shartnomasini ololmayapman ilovadan. Hujjatlar Oferta bo’limida hech qanday hujjat ko’rinmayapti,0
,Shu omonatimni shartnomasini qanday olsam bo’ladi? Shunga yordam kerak,0
,Assalauma alekum men sqb viza karta oshtirgan edim lekin -64 000 qarz deb tur nimaga,0
,"Kiritid berilyapdimi,Xali ham",1
,Onlayn ravishda kafl orqali ham berilmayapdimi,1
,Kartaga ulangan nomerni uzgartirish kerak,1
,"Kredit rasmiylashtirmoqchi edim,Overdraft,Ma’lumot bering",1
,Assalomu aleykum Stependiya notoʻgʻri plastik kartaga tashlangan yangi ochilgan plastik kartaga qanday o'tkazish mumkin Chunki avvalgi karta yo'qolgan,0
,Kredit olmoqchiman,1
,"Assalomu alaykum, men SQB humo kartasini Nukusdan olganman, xozir Nukusda emasman, sms habarni boshqa raqamga qanday oʻtkazsam boʻladi, yani Nukusga bormasdan onlayn ulashni iloji bormi",0
,Кartamni telefonga ulatmoqchi edim,1
,"Men,Kreditim bor edi",0
,Garov evaziga kredit olmoqchi edim,1
,"Картам,Муддати тугапти",0
,Пластик картамнинг суроги тигади,0
,Бу ерда канака карта кушиш керак,0
,"Kartam pin kotga tushuvdi shuni chiqarish kerak,Kodini 3 marta xato tervordim",0
,Ассалому алайкум иловадан омонат куйиш учун хисоб очсам буладими?,1
,Assalom aleykum menga aloqa nomerlarizdi bering,1
,Assalomu alaykum. Sanoat qurilishi banki. Samarqand shahar Amir Temur bo'limida. Rubl almashtiradimi,0
,Nima buladi bloklasam tushuncha bering iltimos,0
,Kartmi nomerni almashtrmohchidm,0
,"Manda karta bloklanib qoldi,nma qilay",0
,"Sugʻurta asosida kredit olmoqchiman,Kredit tasdiqlangan. Avvaldan bank mijoziman",0
,Вертуал карта очиш керег,0
,Boshqa plastikni oʻz raqamimga ulab olsam boladimi,0
,Turmush oʻrtogʻimni plastikini oʻz raqamimga ulab olmoqchi edim,0
,Hozir oʻzlari botga yozishi kerakmi,0
,Bankamatan karta chiqmayapti,0
,Sbq pragramaga humo karta qowip otkarsa boladimi,0
,Joyida dan kridit olish imkoni bomayapti kechadan beri urinyapman ariza tastiqlanmayapti,0
,assalomu alaykum mani kartam bloklanib qolgan qanday qilib onlayn blokdan chiqazsam boʻladi,0
,Karta blok boʻlib qoldi pin kod xato kitilib,0
,"Man adashtirib pul jonatdim,Shuni qaytarib bering iltimos",0
,Kartam biloklandi ochib berolasmi,0
,Kafillikni qanday tasdiqlasam buladi,0
,Аssalom alekom men kartamni bilokdan chiqazmoqchiman,0
,Bankomat orqali nima qilishim kerak,0
,Менда омонат бойча саволим бор еди,1
,Омонат 1 ойда нечи марта толдирса болади,1
,Meni kartamni blokdan chiqarmoqchiman,0
,Manga sqbning Nurafshon filiali bank raqami kerak,0
,Men yangi karta olgandim quliplanib qoldi,0
,"Ariza yulladim,Kredit berasizlarmi",0
,Takliflar uchun bonuslarni qachon yechib olsa bóladi?,0
,"Men SMS xabarnoma yoqmoqchi edim,Men royxatladan otip",0
,"Тепадаги йозилганларди окий оласизми,Оператирлар жабов бермяпти",0
,"Козирги кунда карзим борми йокми уйга кагоз келди карз бор деп,Когоз йбормай тел килип шикса болмайдими",0
,"kartami tel nomer raqamini oʻzgartirmoqchman,sms habar telefon raqamini qando oʻzgartirsam boʻladi?",0
,"Kredit ariza topshirdim,Qancha vaqtda kutib chiqiladi",0
,Man siladan kredit omohchidim mikrozaym,0
,Srazu kartaga tashab beradimi?,0
,Kartam bloklanib qoldi,0
,"Mikrokredit olishga ariza jonatgandim,Negadir arizamga javob kelmasdan yoqolib qovotti",0
,"Assalomu alaykum, plastik kartamni ochib bering blocdan,Mobil ilovadan bloklagandim",0
,Kartam quplanib qolfi,0
,"Kredit karta olishga qayerda ariza qoldirsam boladi,Yoki kredit",0
,Kredit olishni imkoni yóqmi hozir shunda,0
,Sms xizmatni ulash kerak,0
,Мани картам смс хизмати ишламай колди шуни тузатиб беринг илтимос,0
,Мани кредит толагандим 51 мин сум фойзимни лекин хали кредит сум кайтирилмаган транзитте кирсам шикмаяпти,0
,Bayonot noma keregidi shu chek to'grisida,0
,Мани кредит толагандим 51 мин сум фойзимни лекин хали кредит сум кайтирилмаган транзитте кирсам шикмаяпти,0
,Assalomu aleykum 19yoshman institutda uqiyman 3mln gacha kredit beriladimi yomi garovsiz,0
,Ассалому алайкум яхшимисиз мен мурожат килгандим жавобини айтишмади шунга ёрдам беринг.,0
,12000000 limt chiqardi shuni qanday rasmiylashtirsam buladi,0
,SQB mobile dan kredit olsak boʻladimi,0
,Opa sqb uz kartasi bor rassiyadan pul tashlashsa tushadimi,0
,Sizlarda online kridit olsa boladimi,0
,Men mikro kredit olmoqshi edim sqb mobile programasidan,0
,qayeridan topsam boladi,0
,"Assalomu aleykum men ilovadan kredit olmoqchi edim,Kafilni nomerini kiritdim va javobi bolmayapti",0
,Assalomu alaykum sqb ilovasi orqali mikroqarz olmoqchi edim,0
,Shunga yordam bera olasizmi keyin nima qilishim kerak?,0
,Muqumiydagi filialila qatta,1
,Assalomu aleykum mobil ilovadan kredit uchun ariza yuborganidim osha arizani iltmos iloji bosa ochrib berila,0
,Endi qanaqa qilib kredit olsam boladi yordam bering SQB banktan olmoqchi edim,0
,"2 ta viza karta ochturuvdim bittasi viza va master klas kart,Ulolmayapman,Telefonimga",0
,"Шуни толаб мудатидан олдин копрог омокчидим шуни кориб бероласларми,Шуни сорамокчидим",0
,Кафил ёнимда кандай тасдиклашни билмаяпмиз айтворасизми,0
,"Assalomu alaykum, Visa Infinite kartamni prilojeniega bog’lay olmayaman,shu xatolik chiqvoti",0
,mikro kredit olish shartlari qanqa,1
,Onlayn kredit olmoqchi edim qanday amalga oshirsam boladi,1
,Qanday maʼlumotlar kerak boladi,1
,Har bir viloyatda bormi filiali,1
,Va alaykum assalom mikrokredit olmoqchi edim sqb mobile dan kafil qanday tasdiqlanishini bilmayapaman yordam bervorsez iltimos,1
,Assalawmaleykum. Men bankka borib naqd pulimni opamni plastik kartasiga oʻtkazmoqchi edim. Buning uchun opam bankga borishi shartmi?,0
,Ushbu amaliyot uchun qaysi navbatdan navbat olishim kerak,0
,Sms xabarnoma xizmati yoqilgan boshqa telefon raqamiga oʻtkazilishini surayapman,0
,"SQB иловага киролиаяапман,Киролмаяапман",0
,Humo kartsm qulflanib qolgan,0
,"Приложенияда верификациядан утмокчиман паспорт малумотлари хато киритилган деди, кандай кисам булади?",0
,Мен икки кун олдин онлайн микрокарз олиш учун ариза юбордим лекин жавоби келмаяпди,0
,Men kriditga olish maqsadida ariza qoldrgan edim javobini qancha vaqta qandey qilib bilsa boladi,0
,Online kredit uchun ariza yozdim. 3 shaxs kafilligiga dóstim raqamini kiritdim. Dasturida uni tasdiqlashini kutilyabti. U qanday qilib tasdiqledi kafil bóganini,0
,Sms xabarnomani boshqa raqamga oʻtkazishni iloji bormi,0
,Plastik kartani esames xizmatini yoqishim kerak,0
,Kecha bank kartamga 350000 ming so'm mablag tushdi bankdan nima qaysi korxona bilolmayabman.,0
,"Salom manga online iridescent kk ariza bedding ilovadan,Ariza 15daqiqada malum bolmadi",0
,Salom men garov evaziga kiridit olmoqchi edim,0
,Uy joy ham boladimi,1
,Kreditga ariza yuborgandimi,1
,Пластик карта тел рақамимни ўзгартириш КЕРАК,0
,Мен самарқанддан уланиб бўлмаяпти. Имкони бўлса шу вилоятдаги банк ходими билан уланг,0
,"30млн кредит омокчийдим,30млн кредит омокчийдим",0
,Oʻzingiz blokdan chiqarib bera olmaysizmi men tushunmaymanda bunaqa narsalarga,0
,Referal raqam nma degani,1
,Man ilova orqali kredit olish uchun ariza topshrdim lekin arizami koromadim beroldimi yomi shuni bilib beroliszmi,0
,Мекроказга ариза бергандим иккинчи шахс кафиллиги билан,0
,Салом яхшимисиз менга четдан ойлик иш хаким тушган шуни аниклаштириб беринг.,0
,"Kartani telifon nomerga ulamoqchidim,Qande ulasam buladi",0
,SQB Bankka borib murojat qilsam ulab beriwadimi,0
,Assalomu alaykum men onlayn mikroqarz olmoqchi edim,1
,"shu virtual kartam blok bo‘lib qoldi, Qanday ochsam bo‘ladi",0
,"Meni kiriditim bor,Uni payinet orkali, TolemanmI",0
,"Sizda halqaro karta mavjud emas degan yozuv ciqitti, Qanday aktiv holatga keltiraman",0
,Assalom aleykum menga nomimga ochilgan plastik kartalar haqida ma'lumot berolasizmi,0
,Assalomu alaykum bank kartam bloklanb qold,0
,"Bu kartam guliston filialilarda ochilgan,Uzcard",0
,"Bu kartam gulistondegi filialilardan ochilgan,Hozir toshkentdaman,Gulistonga borishga ilojim yoq",0
,Plastik kodga tuwib qoldi,0
,Qancha vaqtda ochib berasizlar,0
,Assalomu alaykum kartani SMS hizmatiga ulashim kerak edi yangi nomerga,0
,Mening boshqa bankda kreditem bor shu nomerga ulangan kartaga ya'ni SQB bank kartadan pul yechib ketmaydimi,0
,Assalawma aleykum. Menin arizalarim haliham javob kelmadi arizalarimni ochirib yuborsam boʻladimi,0
,Mening arizalarim haliham javob kelmadi arizalarimni ochirib yuborsam boʻladimi,0
,"5 kun ichidami,Menga bugun zarur edida",1
,"Men yandex plus menda pul yechyabdi har oy,Qandey buni tohtatsam bolad",0
,"Menda eski prifilim esimda yoq,Sizlardan karta oganman,Qandey buni tohtat beromesila",0
,Juda ham alo ishlaysizlarakan ozimi kartami ozim control qilomimanmi,0
,"16 январь куни оператор билан гаплашгандим,3-5 кунда жавоб берилади деганди",0
,Стажим этади ойлик маошимда бор неча йиллардан бери,0
,Живой оператор билан гаплашсам буладими,1
,"Хозир шунака булган олдин заявка берганимда,Мана бу жой тестовый режим булиб турган йук еди",0
,"ака,Ман кейн пайда булди деяпмангу,Бу заявка нима булди шуни ечиб беринг все",0
,Точнее банкга боришим керакми?,0
,Картамни телефонга улаш керак ассалому алейкум,0
,Кодни киритиш деганда кейингисига у́тмаяпти Нима килиш керак,0
,Кейин нимани босаман,0
,Кайси пароль су́раяпти,0
,Олдинги паролим эсимда йук,0
,Канакилиб тушунмадим,0
,"Шунга келди Энди нима киламан,Чикмяптику",0
,Мани боришга вактим йук ишдаман Хар куни илтимос ёрдам берворила,0
,man kecha sug'urtali kriditga ariza topwirib tolovlarini qp kegandm xaliyam pul tuwmadi manga,0
,qancha voxt,0
,manga pul judayam zarur edi tezlawtrb berila,0
,Assalomu alaykum mani kartam ishlamayabdi pul yechib bo'lmayabdi kilik qilib ham bo'lmayabdi biloklangan deyabdi,0
,"Xamasini turi kiritdim kafilxam qushdim,Xamasidan utganman",0
,Davlat ishiga ishlashim krimi yoki uzim maryarchikman topishim yaxshi boladimi oyiga 10 milliongacha topaman faqat xozer pul zarur bop qolgani uchun ilovaga zayavka qoldirgandim 5 million,0
,Qandiy qilib apiratorlaga aloqaga chiqsam boladi raqamini birvoring iltimos,0
,"картага буйуртма бермокчи эдим, билмаямман",0
,онлайн буйуртма бера олмай анми,0
,Kartam bloklangan oʻshani faollashtring,0
,Mana wunday bolib turibdi kecadan beri,0
,"ассалому алайкум,омонат куйгандим,хозирда устига пул кушиб булмаёбди",0
,"Жозибали,онлайн куйганман",0
,"унака картам юк,1 ой давомида бошка картадан пул ташлаётгандим",0
,"карта онлайн олса буладими,ёки виртуал очса буладими",0
,"рахмат,кандай очилади",0
,Nomermi almashtrb berolislami,0
,Keladigan sms telgram yoki elektron pochtag ulashi imkoni bomi,0
,"Yaxshmisiz,Manga cartlarmdan,Nomermi ob tashash kere,Man cheteldamn,Sms siz pul ishlatomaymn",0
,Paspor kere bomidmi,0
,"Men avto kridit olmoqchiydim,Buni uchun bankka tashrif buyurishim kerakmi",0
,Rasmiylashtirishim uchun ko'p vaxt talab qiladimi,0
,Kartani bulokdan chiqarish kerak,0
,Pul yechsam buladimi,0
,Men mikrakredit un ariza topwiruvdim ommo shaxsimni tasdiqlawda muomo bolipdi nmaga,0
,nma kliwim kere wunda ololamanmi kredit,0
,"Онлайн кредит учун ариза бергандим,Натижаси келмади,Шунга билмокчи эдим",0
,Assalomu alaykum kreditga ariza bergan edim javobini qanday bilsam boʻladi,0
,"20 minutlar oldin,Ilovaning qaeridan koʻrsam boʻladi mening arizalarim degan joyi yoʻq ekan",0
,Картамга смс хабарнома керак болди,0
,Kredit boyicha malumot olmoqchi edim,0
,"Biz ilovani ocholmayapmiz,Telefon nomerni kiritgandik lekin parol sorayapti,Qanaqa parol yozish kerak u yerga",0
,Nomerni kiritdik lekin parol sorayapti nima kiritamiz parol dwgan joyiga tezroq javob bera olasizmi,0
,"Sms xabarnoma yoqtirmoqchiman,Kartamni clik ilovasiga ulab bolmayapti",0
,Men SMS xabarnoma yoqmoqchi edim,0
,"Nomerni aktivilashtirish kerak,Ekan",0
,Qanday dur QR kod sorayapti,0
,"Assalomu alaykum Uy joy taʼminlash uchun kredit Necha foiz, minimum qancha summa beriladi va Olish uchun qanaqa hujjat qilinadi, qanday olsam boʻladi, hozir berilyabdimi? 10 yilga anuitet shaklda 120000000 olmoqchiman oyiga qanchadan toʻlayman?",0
,Nima bo‘ldi murojaatim,0
,Kridit bo'limidan qarz olmoqchi edim,1
,"Ha qoldirganman,3kun boldi,Hali javob kelmadi",0
,Mikroqarz sinov rejimidan qarz olsa boladmi,1
,Rasmiylashtirish iwlari nechi kun davom etadi,1
,Ariza tashalgan korib chiqilmoqda diyilyati,0
,kecha xodimila kechga 6 dan kn tuwadi dyiwgandida,0
,"qancha voxt,manga pul judayam zarur edi tezlawtrb berila",0
,Assalomu alaykum mani kartam ishlamayabdi pul yechib bo'lmayabdi kilik qilib ham bo'lmayabdi biloklangan deyabdi,0
